transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
HMKC170T4G75YC,213170888063660,emoney,Ghaliyati Dongoran,F,1985,14,Jakarta International Stadium - Senen,1.0,B01961P,Kemayoran Landas Pacu Timur 2,-6.152025,106.85383,9,2023-04-10 20:25:40,P00095,JIS,-6.126689,106.85587,14.0,2023-04-10 21:33:43,3500.0
NNXW617D0T40HW,4656484264640462,dki,Raisa Maryadi,F,1990,6N,Ragunan - Blok M via Kemang,1.0,B02859P,Plaza Adorama,-6.258301,106.81519,7,2023-04-10 20:57:47,B03197P,RSIA Kemang,-6.285839,106.8188,18.0,2023-04-10 22:43:37,3500.0
SOEW265Z6P77LQ,4776929353159041153,brizzi,"Nasim Natsir, M.M.",M,1987,7,Kampung Rambutan - Bidara Cina,0.0,P00016,BKN,-6.257751,106.87,7,2023-04-10 21:20:30,P00070,Gelanggang Remaja,-6.235445,106.86795,12.0,2023-04-10 23:19:25,3500.0
NOLT876N8J77BQ,3591995490629201,dki,Luis Mangunsong,M,1984,T11,,1.0,B01157P,Jln. Industri 2,-6.203092,106.62023,15,2023-04-10 19:22:56,B05676P,Tangerang City 2,-6.19454,106.63475,18.0,2023-04-10 20:25:33,3500.0
DVTC998T7O21AT,30468724391654,bni,"dr. Maryanto Winarsih, S.Kom",M,1964,JAK.21,Cililitan - Dwikora,1.0,B04021P,Sbr. Masjid Al Fida Komodor Halim,-6.262977,106.88503,12,2023-04-10 18:41:21,B06794P,Sbr. Jln. Kamboja Halim,-6.265656,106.879334,21.0,2023-04-10 20:39:12,0.0
DSTE091E4L16PZ,378553815963022,emoney,Drs. Salimah Hidayanto,M,1970,JAK.64,Lenteng Agung - Aseli,1.0,B04379P,Sbr. Sekolah Avicenna Jagakarsa,-6.336338,106.82992,15,2023-04-10 19:55:39,B04061P,Sbr. Masjid Jami Asy Syakirin,-6.351065,106.80161,33.0,2023-04-10 21:32:37,0.0
JVOY886I5B28ZB,4767711653196,online,Uchita Hassanah,M,1985,5,Matraman Baru - Ancol,1.0,P00253,Tegalan,-6.203101,106.85715,12,2023-04-10 20:43:27,,,,,,,3500.0
UKUE496V5U17MI,213169744437795,emoney,Raden Mardhiyah,F,1987,S31,Bintaro - Fatmawati,0.0,B00148P,Bintaro Xchange,-6.286813,106.72865,0,2023-04-10 17:21:56,B05746P,Titan Center,-6.281076,106.72608,1.0,2023-04-10 18:21:30,20000.0
NOYP127K2Q96VX,180067558117603,emoney,Harsaya Ramadan,F,2002,8D,Joglo - Blok M,1.0,B01235P,Jln. Kb. Nanas,-6.220356,106.78136,15,2023-04-10 20:42:51,B00104P,Balai Pertamina,-6.229555,106.79052,16.0,2023-04-10 22:39:59,3500.0
VEQO515Y5L31NU,376862509774591,emoney,Drs. Rina Nasyiah,M,1987,L13E,Puri Beta - Kuningan (Express),0.0,P00120,Kuningan Madya,-6.21341,106.8305,10,2023-04-10 20:20:12,P00124,Latuharhary,-6.202761,106.82771,12.0,2023-04-10 22:02:52,3500.0
VAMM198P6G41JF,2635487652896273,dki,Balangga Narpati,F,2003,JAK.42,Kampung Melayu - Pondok Kelapa,1.0,B04139P,Sbr. Ps. Deprok,-6.218408,106.89398,24,2023-04-10 19:45:50,B00920P,Jln. Bekasi Timur I Jatinegara,-6.215457,106.87083,37.0,2023-04-10 20:55:02,0.0
DUTB495Z8M64ZL,4132189126928781,dki,Jaswadi Suartini,F,2012,1K,Cibubur Junction - Blok M,0.0,B00221P,Bundaran Senayan 1,-6.227445,106.80187,7,2023-04-10 17:47:46,P00112,Kejaksaan Agung,-6.2405,106.79844,8.0,2023-04-10 18:37:53,20000.0
PHKB644S5U69TL,4636055192881546,dki,Wulan Januar,M,1978,JAK.13,Tanah Abang - Jembatan Lima,1.0,B05700P,Term. Bayangan Kota Intan,-6.130949,106.81172,0,2023-04-10 17:09:05,B05027P,Simpang Pakin 2,-6.128288,106.80562,2.0,2023-04-10 19:03:38,0.0
ETYY138Z8Z35AB,4946543493373,online,dr. Kambali Utami,M,1987,JAK.118,Taman Waduk Papanggo - Kota Tua,1.0,B02565P,Pangeran Jayakarta 2,-6.137528,106.81757,9,2023-04-10 20:03:18,B05901P,WTC Mangga Dua,-6.134694,106.8314,14.0,2023-04-10 21:36:17,0.0
AIEX946Z8K15ZL,30294523538109,bni,"Drs. Darsirah Sitompul, S.H.",M,2012,2H,Rusun Jati Rawasari - Senen,0.0,B00770P,Honda Letjen Suprapto,-6.174933,106.84973,4,2023-04-10 17:23:30,B03199P,RSPAD 1,-6.176162,106.83987,5.0,2023-04-10 18:56:37,0.0
MGTA256X8D51OX,4492109252403353,dki,Bakiman Mahendra,M,1983,JAK.24,Senen - Pulo Gadung via Kelapa Gading,0.0,B04820P,Simpang Gunung Sahari III,-6.167903,106.84174,48,2023-04-10 21:11:44,B05725P,Term. Senen,-6.17356,106.84213,50.0,2023-04-10 22:06:57,0.0
MCHD316I3G36KF,3570145781190035,dki,"Gamanto Siregar, S.Pd",M,1982,12H,Rusun Penjaringan - Penjaringan,1.0,,Penjaringan,-6.126306,106.79203,0,2023-04-10 18:17:16,B03285P,Rusun Penjaringan,-6.130702,106.79487,1.0,2023-04-10 19:11:42,3500.0
GTYL091U9F65JA,4897033850053,online,"dr. Paulin Putra, M.M.",F,1998,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,1.0,B02082P,Casablanca,-6.22425,106.84452,0,2023-04-10 21:46:05,B03992P,Sbr. Kuningan Place,-6.213158,106.83499,8.0,2023-04-10 23:11:48,3500.0
IFVR015I5X89DR,639000296355,flazz,Catur Najmudin,F,2012,S12,BSD Serpong - Fatmawati,1.0,B05488P,St. MRT Fatmawati,-6.292589,106.7936,0,2023-04-10 19:41:11,B05701P,Term. BSD,-6.306375,106.68536,4.0,2023-04-10 21:24:25,20000.0
HYQA792X8B77AB,060403675436,flazz,Dr. Taufan Jailani,F,1989,D11,,0.0,B03563P,Sbr. Gg. Saminten,-6.379273,106.84919,7,2023-04-10 19:09:18,P00016,BKN,-6.257751,106.87,12.0,2023-04-10 20:00:17,3500.0
SQZH774D2B38OJ,180092456265254,emoney,Fitriani Mansur,M,2007,1P,Senen - Blok M,0.0,B00291P,Dana Reksa,-6.181365,106.82451,14,2023-04-10 21:46:34,B02873P,Plaza Sentral,-6.216247,106.81676,26.0,2023-04-10 23:23:11,3500.0
EUED227D3O82SE,4578758363171981,dki,"Shania Waluyo, S.Farm",F,1989,8D,Joglo - Blok M,1.0,B02392P,Mayestik 2,-6.241772,106.79096,20,2023-04-10 20:23:44,P00045,CSW 2,-6.239861,106.79783,23.0,2023-04-10 21:28:04,3500.0
CNFD300F1C33IX,3566398620690444,dki,Zelda Widodo,F,1986,9D,Pasar Minggu - Tanah Abang,1.0,B01787P,JPO Blok G,-6.188861,106.81135,47,2023-04-10 21:20:31,B00825P,Jak Lingko Tanah Abang 2,-6.183885,106.81165,48.0,2023-04-10 22:36:12,3500.0
ISCM145Y5Q36WX,36461801799828,bni,"Tgk. Farhunnisa Pertiwi, S.Farm",M,1999,S21,Ciputat - CSW,0.0,B02217P,Margaguna 1,-6.263332,106.78775,18,2023-04-10 17:36:27,B00332P,Dwijaya,-6.262287,106.78855,19.0,2023-04-10 18:59:16,3500.0
ZUML144N9R14ES,2238533576611255,dki,Karimah Saptono,M,1990,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,1.0,B00674P,Graha Kirana,-6.150359,106.88755,30,2023-04-10 20:57:49,B04306P,Sbr. Ruko Cempaka Mas,-6.161876,106.87476,41.0,2023-04-10 22:52:05,0.0
SQXF808E2T00EY,3587337956647904,dki,Eka Hidayat,M,1988,JAK.117,Tanjung Priok - Tanah Merdeka,0.0,B04040P,Sbr. Masjid Ar Rohmah,-6.118964,106.89568,7,2023-04-10 17:14:51,B05864P,Waduk Rawabadak,-6.127037,106.89523,9.0,2023-04-10 18:32:14,0.0
LOJC154L5X46RN,3500921788966584,dki,"T. Tri Hasanah, S.T.",F,1997,1B,Stasiun Palmerah - Tosari,1.0,P00261,Tosari,-6.196892,106.82309,0,2023-04-10 19:35:14,B02214P,Manggala Wanabakti,-6.204951,106.79963,6.0,2023-04-10 21:29:17,3500.0
XVVQ756Y3Z24JU,4098204418287473,dki,"Mahmud Nasyidah, S.Farm",F,1989,JAK.29,Tanjung Priok - Sukapura,0.0,B02254P,Masjid Al Mukarromah Lagoa,-6.112929,106.91075,36,2023-04-10 21:25:01,B00338P,Enggano 1,-6.110213,106.89246,46.0,2023-04-10 23:18:08,0.0
CUSG027Z8P79EQ,180074978149455,emoney,"R.A. Vivi Utama, S.T.",M,1969,4B,Stasiun Manggarai - UI,0.0,B02916P,Poltek Bunda Kandung,-6.312052,106.83849,36,2023-04-10 18:05:37,B05463P,St. Lenteng Agung 1,-6.330883,106.83542,41.0,2023-04-10 19:21:04,3500.0
POKE720P8W98NZ,30011083993544,bni,Nilam Mayasari,F,2005,6B,Ragunan - MH Thamrin via Semanggi,0.0,P00164,Pejaten,-6.278404,106.82972,4,2023-04-10 20:12:21,P00051,Dukuh Atas,-6.205702,106.82223,13.0,2023-04-10 21:58:11,3500.0
SJOI000O3T64ID,4969389181181692,dki,Jabal Siregar,F,1982,3E,Puri Kembangan - Sentraland Cengkareng,1.0,B04933P,Simpang Kembangan Selatan,-6.184495,106.72967,4,2023-04-10 19:43:48,B04902P,Simpang Kapuk Cengkareng,-6.1343,106.73051,19.0,2023-04-10 21:04:59,3500.0
EZQM614A4D09EX,30438939516312,bni,"R. Cawuk Pratiwi, M.M.",F,1988,B14,Bekasi Barat - Kuningan,0.0,B00163P,BNI Syariah,-6.227256,106.83291,9,2023-04-10 21:25:30,B00664P,GOR Sumantri 2,-6.221038,106.83189,11.0,2023-04-10 22:49:25,20000.0
BIUB996Q1Y70KR,4366512846464588,dki,"Jayadi Zulaika, M.Ak",F,1992,12A,Pelabuhan Kaliadem - Kota,1.0,B02884P,PLTU,-6.113368,106.78533,9,2023-04-10 21:39:07,B05253P,SMAK Penabur Enam 2,-6.115644,106.77506,15.0,2023-04-10 22:34:37,3500.0
KNOI061B6A56QW,2417139615155040,dki,Maida Oktaviani,M,1990,12,Tanjung Priok - Pluit,1.0,P00171,Permai Koja Arah Utara,-6.11413,106.89309,18,2023-04-10 18:31:28,,,,,,,3500.0
SCRT232Z9R88UO,3589596090520842,dki,"Aurora Agustina, S.T.",M,2001,JAK.50,Kalideres - Puri Kembangan,1.0,B03715P,Sbr. Jln. H. Kincan Rawa Buaya,-6.164546,106.73543,13,2023-04-10 18:25:02,B04309P,Sbr. Ruko Green Lake,-6.177206,106.71073,34.0,2023-04-10 19:32:02,0.0
HCYU109R5G54BY,5473439177945786,dki,Anom Anggriawan,F,2005,13C,Puri Beta - Dukuh Atas,0.0,P00065,Gatot Subroto Jamsostek Arah Barat,-6.233551,106.82208,13,2023-04-10 17:16:02,P00216,Semanggi,-6.22111,106.81354,14.0,2023-04-10 18:44:46,3500.0
XSYN222V7I66AO,4986663118222525457,brizzi,Yahya Narpati,F,2010,JAK.39,Kalimalang - Duren Sawit,1.0,B01622P,Jln. Swadaya Raya,-6.228375,106.91677,27,2023-04-10 18:31:29,B05148P,Simpang Serdang Swadaya Raya 2,-6.227633,106.91484,28.0,2023-04-10 20:23:15,0.0
QGNZ993D2K78OC,6011686133020107,dki,"Alika Hutasoit, S.Gz",M,1980,10,Tanjung Priok - PGC 2,1.0,P00002,Ahmad Yani Bea Cukai,-6.205526,106.87378,8,2023-04-10 21:44:43,P00241,Sunter Kelapa Gading Arah Utara,-6.1429,106.89076,16.0,2023-04-10 22:59:46,3500.0
RQML956X9J84RE,4313050166209,online,Nrima Prasetya,F,1985,M7B,BKN - Blok M,1.0,B03196P,RSIA Duren Tiga 2,-6.253509,106.84135,23,2023-04-10 18:55:37,B00938P,Jln. Bina Harapan,-6.254258,106.84271,24.0,2023-04-10 20:25:07,
ZVDH897V5N04VL,4988303565741275,dki,Yuliana Mayasari,M,1994,T21,Palem Semi - Bundaran Senayan,1.0,B00222P,Bundaran Senayan 2,-6.227877,106.80068,0,2023-04-10 19:13:06,B01440P,Jln. Palem Jepang Baru,-6.218391,106.61589,13.0,2023-04-10 20:59:56,20000.0
NMUC796W0S72BB,213109439786494,emoney,Muni Saragih,M,2006,2,Pulo Gadung - Monas,1.0,P00150,Pasar Cempaka Putih,-6.172325,106.86246,7,2023-04-10 18:27:43,P00005,ASMI,-6.171797,106.8888,12.0,2023-04-10 20:23:20,3500.0
MPWV067E2N98LI,377528136379455,emoney,Kani Hariyah,F,1983,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,0.0,B05739P,The Wave,-6.214587,106.83642,29,2023-04-10 17:39:37,B05644P,Taman Rasuna Tower 17,-6.217105,106.83598,30.0,2023-04-10 19:04:23,3500.0
HXOF570T1Z11AA,3506580241941339,dki,"drg. Karna Lestari, M.Kom.",M,2003,6C,,0.0,B04016P,Sbr. Manhattan Hotel,-6.225591,106.83013,15,2023-04-10 18:42:40,B01833P,Karet Pedurenan 1,-6.221933,106.82093,19.0,2023-04-10 20:25:41,3500.0
QGKG136S9W05CX,180076677620512,emoney,Shakila Siregar,M,1994,JAK.02,Kampung Melayu - Duren Sawit,0.0,B00138P,Bidara Cina 1,-6.229954,106.86735,1,2023-04-10 19:44:16,B06072P,Jln. Panti Asuhan,-6.229585,106.87395,6.0,2023-04-10 20:57:37,0.0
MXIF461E7Q19BW,3512094791916164,dki,Nurul Prasasta,F,1982,3C,Rusun Kapuk Muara - Penjaringan,1.0,P00170,Penjaringan,-6.126306,106.79203,0,2023-04-10 20:41:14,B03277P,Rusun Kapuk Muara,-6.135667,106.76299,1.0,2023-04-10 21:33:38,0.0
WMYJ887I7G83DL,4364139557273318765,brizzi,Harsaya Utama,F,2001,13D,Puri Beta - Ragunan,1.0,P00164,Pejaten,-6.278404,106.82972,4,2023-04-10 18:04:49,P00221,Seskoal,-6.238064,106.77121,17.0,2023-04-10 19:21:13,3500.0
AXBE657D1V80HB,378346560438229,emoney,Radit Usamah,F,1974,T11,,1.0,B00808P,Islamic,-6.228521,106.61473,8,2023-04-10 17:30:59,B05855P,Victoria Park 2,-6.197681,106.62187,16.0,2023-04-10 18:55:53,3500.0
IMXT231J6P64PX,3559703923069965,dki,Darman Salahudin,M,1983,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0.0,B03405P,SDN Penggilingan,-6.205255,106.93004,13,2023-04-10 17:59:39,P00258,Tipar Cakung,-6.183387,106.92463,31.0,2023-04-10 19:12:46,3500.0
GHUD549Q2X88BU,347105556938180,emoney,Agnes Oktaviani,F,1993,T11,Poris Plawad - Bundaran Senayan,1.0,P00217,Senayan JCC Arah Barat,-6.213906,106.80841,2,2023-04-10 17:16:09,P00226,Slipi Kemanggisan Arah Utara,-6.189906,106.79694,4.0,2023-04-10 19:12:55,3500.0
JNHU957H7Q06JW,2379863459699716,dki,Puti Salwa Nainggolan,M,2011,9,Pinang Ranti - Pluit,1.0,P00279,Pancoran Tugu Arah Timur,-6.243082,106.84392,17,2023-04-10 20:43:32,P00040,Cikoko Stasiun Cawang Arah Timur,-6.243028,106.85814,19.0,2023-04-10 22:09:32,3500.0
SXHC396U2V98PB,4580329739350,online,Citra Puspasari,F,1985,JAK.13,Tanah Abang - Jembatan Lima,0.0,B01488P,Jln. Petojo Barat V,-6.163077,106.81043,19,2023-04-10 20:06:42,B03066P,Puskesmas Tambora,-6.147656,106.80718,31.0,2023-04-10 21:15:49,0.0
EWYB023Q9J40ET,4821029051872,online,Raisa Palastri,F,2004,JAK.30,Grogol - Meruya via Roxy,1.0,B03398P,SDN Meruya Utara 02 Pagi,-6.199267,106.74166,18,2023-04-10 20:36:57,B04071P,Sbr. Masjid Nurul Falah Grogol,-6.170757,106.78477,53.0,2023-04-10 21:53:48,0.0
VWPK420D1Q00JH,180078846718763,emoney,Rafid Pranowo,F,2004,6U,Blok M - Pasar Minggu,0.0,B06632P,Buncit Indah 2,-6.274071,106.83047,19,2023-04-10 18:27:25,B06029P,Koperasi,-6.285978,106.83071,22.0,2023-04-10 19:37:34,3500.0
DKJG985P2B54LV,6594531889548841,dki,T. Raden Kuswandari,M,1948,JAK.42,Kampung Melayu - Pondok Kelapa,0.0,B03977P,Sbr. Komplek Pacul Mas,-6.221005,106.89961,22,2023-04-10 18:19:23,B05828P,Univ. Darma Persada 2,-6.230546,106.92473,36.0,2023-04-10 19:39:37,0.0
GANL260Y6E12RE,180044335370375,emoney,Leo Wastuti,M,2007,JAK.113,Rusun Sindang Koja - Kp. Sawah,1.0,B00179P,BPJS Ketenagakerjaan Marunda,-6.104983,106.93254,6,2023-04-10 19:02:47,B03211P,RSUD Koja,-6.108205,106.89982,18.0,2023-04-10 20:00:46,0.0
PEPN120Z8K39AM,4806753400680924,dki,"KH. Ajiono Farida, M.Farm",F,1983,JAK.11,Tanah Abang - Kebayoran Lama,1.0,B00594P,Gedung ATC,-6.18872,106.80832,38,2023-04-10 17:04:43,B01787P,JPO Blok G,-6.188861,106.81135,40.0,2023-04-10 18:24:02,0.0
ZUCX843T4E89YD,501844964426,flazz,Yahya Namaga,F,1994,9F,Rusun Tambora - Pluit,1.0,P00090,Jembatan Dua,-6.143279,106.79352,3,2023-04-10 21:21:49,B03295P,Rusun Tambora,-6.147327,106.798676,4.0,2023-04-10 23:11:10,0.0
EOJJ370S5Y31FZ,2720497305962063,dki,Adiarja Waluyo,M,2002,6,Ragunan - Dukuh Atas 2,0.0,P00121,Kuningan Timur,-6.234731,106.82902,10,2023-04-10 19:11:04,P00298,Dukuh Atas 2,-6.204494,106.823327,18.0,2023-04-10 20:04:42,3500.0
AJOL551K9H61WX,30427752176460,bni,Tari Hutagalung,M,2009,JAK.30,Grogol - Meruya via Roxy,0.0,B02046P,Komplek Keuangan Saaba,-6.215101,106.73151,62,2023-04-10 20:20:29,B02810P,Perumahan Mawar Joglo,-6.215254,106.72525,65.0,2023-04-10 21:23:17,0.0
GBQD176Q4R52BS,4498288202551,online,dr. Betania Saragih,F,1987,JAK.73,Jambore Cibubur - Pasar Rebo,0.0,B04721P,Simpang Belly 2,-6.332179,106.86749,13,2023-04-10 19:39:15,B06868P,Sbr. RS Harapan Bunda,-6.30186,106.868013,23.0,2023-04-10 21:32:36,0.0
RUTX784J6L93XW,213119392508801,emoney,Jasmin Fujiati,F,1977,JAK.50,Kalideres - Puri Kembangan,1.0,B00842P,Jln. Al Falah Duri Kosambi,-6.178709,106.71726,30,2023-04-10 19:53:18,B03530P,Sbr. Gg. H. Anim Semanan,-6.168439,106.70621,39.0,2023-04-10 20:53:03,0.0
MPBS696P1M71LI,4933173483056,online,Utama Hassanah,F,1990,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,0.0,B05783P,TPU Karet Bivak,-6.201241,106.814,19,2023-04-10 18:45:20,B06783P,Rusun Karet Tengsin,-6.205086,106.810223,25.0,2023-04-10 19:55:01,
FENZ418L9R80HJ,346348443002072,emoney,"R. Kamila Ramadan, S.Farm",F,1989,JAK.117,,1.0,B02259P,Masjid Al Waqof,-6.110646,106.91733,2,2023-04-10 18:07:54,B01408P,Jln. Muncang,-6.116164,106.91033,5.0,2023-04-10 19:10:58,0.0
MIIS479D5N89ZI,30218688993296,bni,"dr. Aisyah Kusumo, M.Ak",F,1993,S21,Ciputat - CSW,1.0,B01304P,Jln. KRI Harimau,-6.253467,106.79112,6,2023-04-10 21:36:35,B02218P,Margaguna 2,-6.26343,106.78772,12.0,2023-04-10 22:29:26,3500.0
SSLJ468Q0B50MY,4528824477684144,dki,Vino Sinaga,M,2000,1A,Pantai Maju - Balai Kota,0.0,B03322P,SD Diakonia 1,-6.112155,106.7893,16,2023-04-10 19:17:22,P00292,Harmoni Arah Selatan,-6.162687,106.81992,28.0,2023-04-10 20:18:25,3500.0
VEIP974H5U37AH,676264221174,flazz,"T. Damar Suwarno, M.Pd",F,1991,M13,Puri Beta 2 - Tendean,1.0,P00221,Seskoal,-6.238064,106.77121,6,2023-04-10 21:10:28,P00001,Adam Malik,-6.236466,106.74786,10.0,2023-04-10 22:46:44,3500.0
SAZW835B5H79UQ,2294823290681911,dki,dr. Cayadi Yuliarti,F,1986,1K,Cibubur Junction - Blok M,1.0,B00589P,GBK Pintu 7,-6.222095,106.80861,5,2023-04-10 21:18:25,B03094P,Rest Area Cibubur,-6.339993,106.89078,9.0,2023-04-10 22:25:12,20000.0
LIQS768P2S16CF,3579692870866695,dki,"Endra Nababan, M.Farm",F,2011,4D,Pulo Gadung 2 - Kuningan,0.0,P00047,Departemen Kesehatan,-6.228794,106.833205,19,2023-04-10 20:36:31,P00160,Patra Kuningan,-6.232677,106.832087,20.0,2023-04-10 21:55:12,3500.0
RJCR038M9G13SL,4279203692817167963,brizzi,Oskar Mangunsong,F,1995,8,Lebak Bulus - Pasar Baru via Tomang,0.0,P00128,Lebak Bulus,-6.289413,106.77415,0,2023-04-10 17:22:39,P00209,RS Tarakan,-6.171146,106.81011,21.0,2023-04-10 18:17:07,3500.0
ZNFB615S8E00DR,6011917728048173,dki,Shania Nuraini,F,1991,11M,Rusun Rawa Bebek - Bukit Duri,0.0,P00233,St. Jatinegara 2,-6.215601,106.86805,13,2023-04-10 17:22:22,B02282P,Masjid Attahiriyah,-6.225242,106.86019,16.0,2023-04-10 18:56:06,0.0
LLMC380W2J22QS,4852221634256,online,"Lanang Setiawan, S.I.Kom",F,1994,D21,Universitas Indonesia - Lebak Bulus,1.0,B05508P,St. Tj. Barat 1,-6.307524,106.83926,23,2023-04-10 17:37:40,B05881P,Wijaya Kusuma,-6.333008,106.83567,32.0,2023-04-10 18:58:22,3500.0
VUFN408J3S91DM,371937801787353,emoney,"Rosman Prasasta, M.Kom.",M,1989,D21,Universitas Indonesia - Lebak Bulus,1.0,B05569P,Syibi,-6.350345,106.83272,35,2023-04-10 19:24:43,B05830P,Univ. Indonesia,-6.353357,106.83186,36.0,2023-04-10 20:53:04,3500.0
XKPZ336A3F82ZS,4131163223101883379,brizzi,Indah Uyainah,F,1987,12H,Rusun Penjaringan - Penjaringan,0.0,B03285P,Rusun Penjaringan,-6.130702,106.79487,0,2023-04-10 17:31:20,,,,,,,3500.0
EMEW292W9N10MF,4469345175264680494,brizzi,"Cut Mila Samosir, M.M.",F,1968,JAK.75,Cililitan - Kp. Pulo,0.0,B03591P,Sbr. Gereja Oikumene,-6.262305,106.88696,2,2023-04-10 17:47:28,B03497P,Sbr. Gg. Ahmad Squadron,-6.269167,106.87759,24.0,2023-04-10 19:30:56,0.0
KQYN548H8B34QS,213121265875226,emoney,Jarwi Yolanda,M,2003,M13,Puri Beta 2 - Tendean,1.0,P00221,Seskoal,-6.238064,106.77121,6,2023-04-10 18:52:18,P00043,Cipulir,-6.237818,106.76541,7.0,2023-04-10 20:50:17,3500.0
VWHC997Y4H06HT,4116056920356172,dki,Jais Marpaung,M,2007,S21,Ciputat - CSW,1.0,B05233P,Situ Gintung 2,-6.301629,106.76139,20,2023-04-10 20:00:58,B02904P,Polsek Ciputat 2,-6.310464,106.7551,24.0,2023-04-10 20:52:22,3500.0
XMOH560U2U44WY,3540608831782736,dki,Jasmani Tamba,M,2002,6P,Cibubur - Kuningan,0.0,B02105P,Kuningan Timur 2,-6.235912,106.82765,3,2023-04-10 17:03:43,B01962P,Kemenkes 1,-6.230706,106.83284,5.0,2023-04-10 17:59:03,20000.0
INOF304C1B26XD,180083201664057,emoney,R.A. Wirda Safitri,F,1989,JAK.64,Lenteng Agung - Aseli,0.0,B04458P,Sbr. SMP Dan SMK Bakti 17,-6.348139,106.80957,8,2023-04-10 21:36:00,B00472P,Gg. H. Mesir,-6.337868,106.81624,14.0,2023-04-10 22:38:52,0.0
WMLU540Y9C66VO,4176175431274338490,brizzi,Darsirah Sudiati,M,2008,M7B,BKN - Blok M,0.0,P00129,Mampang Prapatan,-6.242699,106.82572,17,2023-04-10 17:19:29,B06577P,Blok M Jalur 2,-6.243369,106.80188,24.0,2023-04-10 18:29:00,
CVZR520J9M30OB,6011961852805826,dki,"Hj. Putri Marpaung, S.Kom",M,1992,4,,0.0,P00167,Pemuda Rawamangun,-6.193488,106.89165,4,2023-04-10 20:52:07,P00159,Pasar Rumput,-6.207125,106.84112,13.0,2023-04-10 22:33:47,3500.0
VJBS034W2D61NG,4868902332492297,dki,"drg. Salimah Pranowo, S.E.",M,1989,,,0.0,B03409P,SDN Pesanggrahan 10 Pagi,-6.259198,106.75694,29,2023-04-10 18:20:50,B05492P,St. MRT Lebak Bulus,-6.289421,106.77436,49.0,2023-04-10 19:43:11,0.0
POYN124I9N68TX,4561932486313369523,brizzi,Talia Utama,M,1973,JAK.18,Kalibata - Kuningan,0.0,B01316P,Jln. Lapangan Ros II Bukit Duri,-6.22434,106.85512,31,2023-04-10 17:04:44,P00275,Keselamatan,-6.222946,106.84745,42.0,2023-04-10 18:09:23,0.0
MDCN890D0C62OG,4980154953674018562,brizzi,Ir. Dinda Mandala,F,1993,JAK.112,Terminal Tanah Merah - Pulo Gadung,0.0,B02378P,Masjid Raya Al Musyawarah Kelapa Gading 2,-6.155338,106.90963,8,2023-04-10 19:36:16,B03821P,Sbr. Jln. Primanota,-6.167907,106.9111,15.0,2023-04-10 20:53:18,0.0
BOYP304K4X26KF,4225556492720471,dki,Karta Wahyuni,M,1978,JAK.33,Pulo Gadung - Kota,1.0,B02544P,Pacuan Kuda Pulo Mas 2,-6.179981,106.88736,65,2023-04-10 21:06:30,B05476P,St. LRT Pulo Mas 3,-6.176534,106.89379,73.0,2023-04-10 22:20:39,0.0
RFMI192N3O02PM,3507946556271373,dki,Balijan Damanik,M,2003,B21,Bekasi Timur - Cawang,0.0,B02920P,Pom Bensin Mulyadi,-6.252929,107.02303,5,2023-04-10 21:52:45,B00665P,GP Mall 1,-6.259636,107.01988,9.0,2023-04-10 23:04:52,3500.0
LVJU369J4R93GK,4327266845647948637,brizzi,Drs. Asirwanda Januar,F,1999,,,1.0,P00104,Karet Sudirman,-6.212457,106.82003,2,2023-04-10 21:59:43,P00217,Senayan JCC Arah Barat,-6.213906,106.80841,3.0,2023-04-10 23:52:34,3500.0
MDDM831L6W64MD,3504385786384834,dki,Paiman Januar,F,1996,5F,Kampung Melayu - Tanah Abang,1.0,B01804P,Kampung Melayu Besar 2,-6.225314,106.86292,24,2023-04-10 21:07:24,,,,,,,3500.0
BOXK901F9R54ET,4678097992274,online,Restu Pudjiastuti,M,1980,11Q,Kampung Melayu - Pulo Gebang via BKT,1.0,B01578P,Jln. Serdang,-6.228906,106.91459,15,2023-04-10 19:50:11,P00169,Penggilingan,-6.214132,106.93961,25.0,2023-04-10 20:50:51,3500.0
BULE048E2O95BY,6530217723210577,dki,Azalea Sinaga,M,1979,S21,Ciputat - CSW,1.0,B02600P,Ps. Ciputat,-6.315627,106.74688,26,2023-04-10 18:59:36,B02919P,Pom Bensin Ciputat,-6.321313,106.74627,27.0,2023-04-10 19:52:09,3500.0
SMSG050R7L17DZ,213171034000424,emoney,"Bahuwarna Prayoga, S.Sos",F,1983,6,Ragunan - Dukuh Atas 2,0.0,P00273,Warung Jati,-6.262364,106.82977,6,2023-04-10 21:05:30,P00047,Departemen Kesehatan,-6.228794,106.833205,12.0,2023-04-10 22:03:56,3500.0
